,Unnamed: 0,data_id,event_date,year,time_precision,event_type,actor1,actor1_type,actor2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,fatalities,Month,Day,Year-Month
4311,4311,1489489,2014/2/26,2014,1,Remote violence,Military Forces of Uganda (1986-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,2,0,2,26,2014-2
4316,4316,1489494,2014/2/26,2014,1,Strategic development,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Malakal,Obwa,Lelo,9.5474,31.6172,2,0,2,26,2014-2
4317,4317,1489495,2014/2/26,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,1,0,2,26,2014-2
4319,4319,1489531,2014/2/25,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Akobo,Akobo,Mareng,7.5833,32.8333,1,0,2,25,2014-2
4320,4320,1489532,2014/2/25,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,2,0,2,25,2014-2
4324,4324,1489573,2014/2/24,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Akobo,Akobo,Mareng,7.5833,32.8333,1,1,2,24,2014-2
4326,4326,1489575,2014/2/24,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,1,2,2,24,2014-2
4328,4328,1489623,2014/2/23,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Akobo,Akobo,Mareng,7.5833,32.8333,1,2,2,23,2014-2
4335,4335,1489664,2014/2/22,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,14,2,22,2014-2
4338,4338,1489681,2014/2/21,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,2,21,2014-2
4340,4340,562400,2014/2/20,2014,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,2,0,2,20,2014-2
4341,4341,1489778,2014/2/19,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,2,2,19,2014-2
4347,4347,562391,2014/2/18,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,2,18,2014-2
4348,4348,562392,2014/2/18,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Mayom,Mankien,Mayom,9.22,29.17,2,0,2,18,2014-2
4349,4349,1489834,2014/2/18,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,10,2,18,2014-2
4358,4358,562381,2014/2/15,2014,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Upper Nile,Maban,Renk,Yusuf Batil,10.04,33.58,1,10,2,15,2014-2
4359,4359,1489984,2014/2/15,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,2,15,2014-2
4360,4360,1489985,2014/2/15,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,1,10,2,15,2014-2
4361,4361,1489986,2014/2/15,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Gandor,Gandor,8.3513,30.1444,2,0,2,15,2014-2
4362,4362,1489987,2014/2/15,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Gandor,Gandor,8.3513,30.1444,1,0,2,15,2014-2
4364,4364,1489989,2014/2/15,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Haat,Adok,8.19,30.32,2,0,2,15,2014-2
4366,4366,1490040,2014/2/14,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Manyo,Renk,Toro,10.58,32.16,2,17,2,14,2014-2
4373,4373,1490121,2014/2/12,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,1,0,2,12,2014-2
4375,4375,1490123,2014/2/12,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,1,2,12,2014-2
4376,4376,1490124,2014/2/12,2014,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Upper Nile,Maban,Renk,Guffa,10.3197,33.7758,1,6,2,12,2014-2
4378,4378,1490163,2014/2/11,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,1,2,11,2014-2
4384,4384,562355,2014/2/10,2014,2,Violence against civilians,JEM: Justice and Equality Movement,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Leer,Koch,Leer,8.2936,30.1326,1,0,2,10,2014-2
4385,4385,562353,2014/2/10,2014,2,Violence against civilians,JEM: Justice and Equality Movement,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,2,10,2014-2
4387,4387,562352,2014/2/10,2014,2,Violence against civilians,JEM: Justice and Equality Movement,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Leer,Haat,Adok,8.19,30.32,1,0,2,10,2014-2
4390,4390,1490284,2014/2/8,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Mayom,Mankien,Mayom,9.22,29.17,1,9,2,8,2014-2
4392,4392,562347,2014/2/8,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Terekeka,Terkeka,Gemmaiza,5.6803,31.8,1,4,2,8,2014-2
4393,4393,1490365,2014/2/7,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,2,7,2014-2
4394,4394,1490322,2014/2/7,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Panyijiar,Nyal,Nyal,7.7258,30.248,2,60,2,7,2014-2
4396,4396,1490367,2014/2/7,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,2,7,2014-2
4397,4397,1490368,2014/2/7,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,2,7,2014-2
4398,4398,1490369,2014/2/7,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,2,7,2014-2
4399,4399,1490421,2014/2/6,2014,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,28,2,6,2014-2
4404,4404,1490459,2014/2/5,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,2,5,2014-2
4405,4405,1490460,2014/2/5,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Mayendit,Thonyor,Mayendit,8.131,30.0148,2,0,2,5,2014-2
4411,4411,562325,2014/2/3,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,1,24,2,3,2014-2
4414,4414,1490647,2014/2/1,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,1,0,2,1,2014-2
4415,4415,1490691,2014/1/31,2014,3,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,38,1,31,2014-1
4416,4416,562318,2014/1/31,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,1,22,1,31,2014-1
4417,4417,1490692,2014/1/31,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,1,20,1,31,2014-1
4419,4419,1490694,2014/1/31,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,38,1,31,2014-1
4421,4421,1490696,2014/1/31,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,1,31,2014-1
4423,4423,1490698,2014/1/31,2014,3,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Pariang,Awet-adet,Gong Kok,10.05,30.03,2,38,1,31,2014-1
4425,4425,1490700,2014/1/31,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Pariang,Awet-adet,Gong Kok,10.05,30.03,2,38,1,31,2014-1
4426,4426,1490701,2014/1/31,2014,3,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,39,1,31,2014-1
4427,4427,1490702,2014/1/31,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,39,1,31,2014-1
4429,4429,1490741,2014/1/30,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,4,1,30,2014-1
4430,4430,1490762,2014/1/29,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,15,1,29,2014-1
4432,4432,1490843,2014/1/28,2014,2,Violence against civilians,Unidentified Armed Group (Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,2,10,1,28,2014-1
4433,4433,1490844,2014/1/28,2014,2,Violence against civilians,Unidentified Armed Group (Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,1,0,1,28,2014-1
4434,4434,1153868,2014/1/27,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,1,27,2014-1
4444,4444,1491044,2014/1/24,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,2,2,1,24,2014-1
4446,4446,562287,2014/1/24,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,3,1,24,2014-1
4451,4451,562284,2014/1/23,2014,2,Remote violence,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Melut,,Khor Adar,10.3833,32.25,2,2,1,23,2014-1
4452,4452,1491092,2014/1/23,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (Ethiopia),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,1,23,2014-1
4454,4454,1491142,2014/1/22,2014,1,Violence against civilians,Mutiny of Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,7,1,22,2014-1
4459,4459,1491195,2014/1/21,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,12,1,21,2014-1
4461,4461,1491233,2014/1/20,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,2,1,20,2014-1
4463,4463,1491235,2014/1/20,2014,1,Violence against civilians,JEM: Justice and Equality Movement,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Pariang,,Alir,9.5676,30.3308,1,0,1,20,2014-1
4466,4466,1491283,2014/1/19,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,141,1,19,2014-1
4472,4472,1491388,2014/1/17,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,1,17,2014-1
4473,4473,1491389,2014/1/17,2014,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,12,1,17,2014-1
4476,4476,1491425,2014/1/16,2014,1,Violence against civilians,Mutiny of Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,2,0,1,16,2014-1
4479,4479,1491428,2014/1/16,2014,1,Violence against civilians,JEM: Justice and Equality Movement,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Mayendit,Thonyor,Mayendit,8.131,30.0148,2,5,1,16,2014-1
4480,4480,1491429,2014/1/16,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,1,1,16,2014-1
4482,4482,1491431,2014/1/16,2014,2,Remote violence,Military Forces of Uganda (1986-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,0,1,16,2014-1
4484,4484,562247,2014/1/15,2014,3,Violence against civilians,White Army (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,1,1,15,2014-1
4485,4485,1491490,2014/1/15,2014,1,Violence against civilians,Mutiny of Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,2,2,1,15,2014-1
4486,4486,1491491,2014/1/15,2014,2,Violence against civilians,Mutiny of Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,1,15,2014-1
4492,4492,1491553,2014/1/14,2014,1,Violence against civilians,White Army (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,1,14,2014-1
4494,4494,1491555,2014/1/14,2014,2,Violence against civilians,Mutiny of Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Upper Nile,Fashoda,Kodok,Kodok,9.8877,32.1166,2,0,1,14,2014-1
4499,4499,1491601,2014/1/13,2014,2,Violence against civilians,Mutiny of Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,0,1,13,2014-1
4504,4504,1491606,2014/1/13,2014,2,Violence against civilians,Mutiny of Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,1,13,2014-1
4511,4511,1491661,2014/1/11,2014,2,Violence against civilians,Nuer Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,10,1,11,2014-1
4512,4512,1491691,2014/1/11,2014,2,Remote violence,Military Forces of Uganda (1986-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,0,1,11,2014-1
4513,4513,562218,2014/1/10,2014,1,Violence against civilians,Dinka Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,5,1,10,2014-1
4514,4514,1491760,2014/1/10,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,31,1,10,2014-1
4515,4515,562215,2014/1/10,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Mayom,Mankien,Mayom,9.22,29.17,1,0,1,10,2014-1
4516,4516,562212,2014/1/10,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,1,10,2014-1
4524,4524,562209,2014/1/9,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Panyikang,Pakang,Shilluk,9.6667,31.3333,1,5,1,9,2014-1
4538,4538,1491935,2014/1/7,2014,1,Violence against civilians,Mutiny of Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,7,1,7,2014-1
