,data_id,year,time_precision,event_type,actor1,assoc_actor_1,actor1_type,actor2,assoc_actor_2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,Month,Day,Coordinates
3876,1482302,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (Sudan),IDPs/Refugees (South Sudan),Civilians,37,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,Sudan Tribune,Regional,"As many as 12 Sudanese traders were killed in Duru, Youssef Batail, Kaya, and Ginderasa camps around Bunj, during ongoing clashes between Mabanese Defense Forces and Nuer soldiers (between ~ 3-5 July). It is unclear whether they were killed during fighting or if they were targeted.",4,8,5,"(33.8094, 9.9453)"
3877,1482265,2014,1,Violence against civilians,MDF: Mabanese Defence Forces,,Political militia,Civilians (South Sudan),Nuer Ethnic Group (South Sudan); Aid Workers (South Sudan),Civilians,37,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,Agence France Presse,International,"Mabanese Defence Forces killed at least 5 aid workers in and around Bunj town (2 in town, 3 in an ambush near town), based on their ethnicity. A 6th worker ismissing and presumed dead.",5,8,5,"(33.8094, 9.9453)"
3878,1482347,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (Sudan),IDPs/Refugees (South Sudan),Civilians,37,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,Sudan Tribune,Regional,"As many as 12 Sudanese traders were killed in Duru, Youssef Batail, Kaya, and Ginderasa camps around Bunj, during ongoing clashes between Mabanese Defense Forces and Nuer soldiers (between ~ 3-5 July). It is unclear whether they were killed during fighting or if they were targeted.",4,8,4,"(33.8094, 9.9453)"
3879,1482312,2014,1,Violence against civilians,MDF: Mabanese Defence Forces,,Political militia,Civilians (South Sudan),Nuer Ethnic Group (South Sudan); Aid Workers (South Sudan),Civilians,37,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,Voice of America; Agence France Presse,International,Mabanese Defence Forces shot and killed a humanitarian aid workerfrom Norwegian Peoples Aid around Bunj after asking to know the ethnicity of aid workers,1,8,4,"(33.8094, 9.9453)"
3881,1482377,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (Sudan),IDPs/Refugees (South Sudan),Civilians,37,Upper Nile,Maban,,Bunj,9.9453,33.8094,2,Sudan Tribune,Regional,"As many as 12 Sudanese traders were killed in Duru, Youssef Batail, Kaya, and Ginderasa camps around Bunj, during ongoing clashes between Mabanese Defense Forces and Nuer soldiers (between ~ 3-5 July). It is unclear whether they were killed during fighting or if they were targeted.",4,8,3,"(33.8094, 9.9453)"
3884,1482437,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),SSCSA: South Sudan Civil Society Alliance,Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,South Sudan News Agency,National,The chairman of the South Sudan Civil Society Alliance survived an assassination attempt when he was shot and injured by unknown gunmen in Juba.,0,8,1,"(31.6178, 4.8609)"
3894,1482706,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Northern Bahr el Ghazal,Aweil West,Mariam,Aweil,8.7863,27.4015,3,Sudan Tribune,Regional,"Security personnel reportedly arrested, detained and tortured 4 youth in Northern Bahr el Ghazal states. Sources confirmed the arrests by did not provide a reason.",0,7,26,"(27.4015, 8.7863)"
3897,1482824,2014,2,Violence against civilians,Military Forces of South Sudan (2011-) Presidential Security Unit,,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Sudan Tribune; Radio Tamazuj,Subnational-regional,"Presidential guard members robbed, terrorized, and beat citizens at night in Juba. 1 soldier was later arrested.",0,7,23,"(31.6178, 4.8609)"
3911,1483049,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,1,Eye Radio,Subnational,"Unidentified attackers killed and burned a man and injured his wife in their home in Torit. The killing was believed to be a revenge attack, though no further details were provided.",1,7,18,"(32.5767, 4.4182)"
3913,1483147,2014,2,Violence against civilians,Rup Dinka Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Dinka Nyang Ethnic Group (South Sudan),Civilians,47,Lakes,Rumbek Centre,,Nyangkot,7.0127,29.7,1,Sudan Tribune; Radio Tamazuj,Subnational-regional,2 Nyang clan members were killed with Rup section members attacked Nyangkot village.,2,7,16,"(29.7, 7.0127)"
3914,1483182,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),Dinka Ethnic Group (South Sudan),Civilians,17,Jonglei,Akobo,Akobo,Mareng,7.5833,32.8333,1,Voice of America (Washington); Radio Tamazuj,Subnational-international,Rebels accused government forces of attacking Mareng village and killing 4 civilians (incl. 3 Dinka women) and stealing cattle before being pushed back by opposition forces.,4,7,16,"(32.8333, 7.5833)"
3919,1483187,2014,2,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Jonglei,Canal/Pigi,,Ayiot,9.11,31.65,2,South Sudan TV,National,"Rebel forces are reportedly torturing and killing civilians around Ayot, and preventing civilians from returning to the town.",0,7,16,"(31.65, 9.11)"
3921,1483188,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Jonglei,Canal,Kurway,Atar,9.2533,31.3387,2,Radio Tamazuj; Voice of America (Washington); Gurtong website,Subnational-international,"Rebel fighters attacked Cuei village, Atar area, Pigi County (formerly Canal County), killing 18 people, including the Paramount Chief of the Boma. Rebels denied the attack, claiming that government forces had attacked a different village.",18,7,16,"(31.3387, 9.2533)"
3926,562821,2014,3,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),SSCSA: South Sudan Civil Society Alliance,Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,"The head of South Sudans Civil Society Alliance, Deng Athuai Mawiir, was shot by unknown gunmen in Juba. He survived, and later reported that the shooting may have been related to a confrontation he had with government delegates in Addis Ababa",0,7,15,"(31.6178, 4.8609)"
3941,562806,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Western Equatoria,Maridi,Maridi,Maridi,4.9238,29.4626,2,Sudan Tribune,Regional,"Three bodies, blindfolded and handcuffed, were found SW of Maridi town. Their identities remain unknown.",3,7,9,"(29.4626, 4.9238)"
3943,1483553,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Upper Nile,Baliet,Sobat,Akoke,9.74,32.18,2,Radio Tamazuj,Subnational,"Unknown gunmen opened fire on a convoy carrying the Commissioner of Akoka County, along the Malakal-Akoka road. No casualties were reported.",0,7,8,"(32.18, 9.74)"
3945,1483518,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Students (South Sudan),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,Sudan Tribune,Regional,An unidentified gunman attacked Rumbek University. The attacker was arrested. At least 1 student was killed.,1,7,8,"(29.6995, 6.8187)"
3946,1483611,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Jonglei,Bor South,Makuac,Bor,6.2144,31.561999999999998,2,Radio Tamazuj,Subnational,"Unknown attackers opened fire on a vehicle at Maliithoor, near Bang-Achorot (between Juba and Bor). 1 person (the Ethiopian driver) was killed and 2 injured. The attackers were reportedly wearing military uniforms.",1,7,7,"(31.561999999999998, 6.2144)"
3949,1483708,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Unity,Mayom,,Mankien,9.0483,29.0983,1,Sudan Tribune,Regional,"Rebels accused government troops of killing 37 civilians in attacks in Riak and Mankien payams, Mayom county, on July 4-5.",19,7,5,"(29.0983, 9.0483)"
3950,1483726,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Warrap,Twic,,Bor Riak,9.317,28.2339,1,Sudan Tribune,Regional,"Rebels accused government troops of killing 37 civilians in attacks in Riak and Mankien payams, Mayom county, on July 4-5.",18,7,4,"(28.2339, 9.317)"
3952,1483779,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Western Equatoria,Maridi,Maridi,Maridi,4.9238,29.4626,1,Sudan Tribune,Regional,"Security forces killed one man and injured another in Maridi county after a dispute erupted over the federalism debate. The soldiers were allegedly offended by civilians' discussions about federalism and demanded that those involved follow them to the military barracks, but the men reportedly refused.",1,7,3,"(29.4626, 4.9238)"
3955,1747177,2014,3,Violence against civilians,Police Forces of South Sudan (2011-) Prison Guards,,Government or mutinous force,Civilians (South Sudan),Prisoners (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Amnesty International,Other,"Report that at least 20 detainees have died while in government custody in Juba between February 2014 and December 2016. Conditions of detention, including torture and other ill-treatment, inadequate food, absence of clean water and inadequate access to medical care contributed to all of these deaths.",7,7,1,"(31.6178, 4.8609)"
3969,1484488,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek East,,Karich,6.6338,29.919,2,Sudan Tribune,Regional,"Unknown assailants killed an influential local youth leader between Kharic and Ayok payams, Rumbek East.",1,6,17,"(29.919, 6.6338)"
3972,1484570,2014,1,Violence against civilians,Former Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Sudan Tribune,Regional,"Heavy gunfire erupted at Juba international airport, restricting movement and causing panic among residents. It was not immediately clear what sparked the shooting, though some sources claimed shots were fired by disgruntled soldiers who deserted military bases due to underpayment.",0,6,16,"(31.6178, 4.8609)"
3973,562772,2014,1,Violence against civilians,Waat Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),Panyar Clan Group (South Sudan),Civilians,47,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,Sudan Tribune,Regional,Two members of the Panyar group were reportedly killed by Waat group members in Cueibet country in revenge attacks,2,6,16,"(29.2472, 7.0317)"
3974,562771,2014,1,Violence against civilians,Panyar Clan Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,1,Sudan Tribune,Regional,"Panyar group members killed a civilian in a suspected revenge attack in Cueibet town, following the killing of a Panyar member by Waat people",1,6,16,"(29.2472, 7.0317)"
3975,1484630,2014,3,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,Human Rights Watch,Other,HRW reported that government soldiers patrolling outside the UN compound in Bentiu shot and killed a young man and detained 2 others in early June. UN peacekeepers intervened.,1,6,15,"(29.7883, 9.2525)"
3978,562767,2014,3,Violence against civilians,Unidentified Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,3,Radio Tamazuj,Subnational,"Cattle raiders from Warrap State killed 2 people and stole nearly 300 cattle in an attack in Tor area, Unity State. Warrap State authorities denied Warrap involvement in the attack.",2,6,15,"(29.7883, 9.2525)"
3987,562756,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Juba,Juba,Lokiliri,4.5455,31.9682,1,Eye Radio,Subnational,"Gunmen attacked women in Lokiliri payam, Juba county, killing 1 and abducting 2 children.",1,6,10,"(31.9682, 4.5455)"
3988,1484838,2014,1,Violence against civilians,Police Forces of South Sudan (2011-),,Government or mutinous force,Civilians (Sudan),IDPs/Refugees (Sudan),Civilians,17,Upper Nile,Maban,Maban,Maban,9.96,33.73,2,Radio Tamazuj,Subnational,"A policeman shot and killed a Sudanese refugee woman in Maban county, Upper Nile State",1,6,10,"(33.73, 9.96)"
3992,1484915,2014,2,Violence against civilians,Former Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,2,Eye Radio,Subnational,Armed SPLA deserters from Mapel training camp are attacking travellers on the road between Wau & Bagari town,0,6,8,"(28.0071, 7.7177)"
3993,1484916,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Military Forces of South Sudan (2011-),Civilians,37,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,Sudan Tribune,Regional,An unknown gunman killed an SPLA soldier and a student on the road between Cueibet and Rumbek Central counties,2,6,8,"(29.2472, 7.0317)"
3998,562746,2014,1,Violence against civilians,Unidentified Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Upper Nile,Maban,Maban,Maban,9.96,33.73,2,Radio Tamazuj,Subnational,Cattle raiders a civilians during an attack in Maban county,1,6,5,"(33.73, 9.96)"
4001,562744,2014,1,Violence against civilians,Unidentified Communal Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Upper Nile,Maban,Maban,Maban,9.96,33.73,2,Radio Tamazuj,Subnational,"Cattle raiders killed a civilian during an attack near Jandressa refugee camp, Maban county",1,6,4,"(33.73, 9.96)"
4006,1485141,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (Kenya),,Civilians,27,Jonglei,Uror,Pieri,Yuai,7.901,31.8883,1,The Star (Nairobi),Regional,"South Sudan rebels impounded a Kenyan charter plane and detained its pilot in Yuai, North Jonglei, accusing the pilot of planning to assassinate top rebel leaders",0,6,3,"(31.8883, 7.901)"
4012,1485268,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,2,Eye Radio,Subnational,Gunmen fired at a government vehicle along Torit-Ikotos road. 2 suspects were later arrested,0,6,1,"(32.5767, 4.4182)"
